Chromosome	Start	End	Strand	Gene_ID	VSG_ID
CM032581.1	1693147	1694010	-	Tb1125.VSG.5220	Tbb1125VSG-2923
CM032581.1	1704170	1705696	-	Tb1125.VSG.5230	Tbb1125VSG-4142
CM032581.1	1717675	1719048	-	Tb1125.VSG.5240	Tbb1125VSG-4787
CM032581.1	1726398	1727845	-	Tb1125.VSG.5250	Tbb1125VSG-4350.1
CM032581.1	1730567	1731338	-	Tb1125.VSG.5260	Tbb1125VSG-1614
CM032581.1	1733210	1736985	-	Tb1125.Tb11.0720	Tbb1125VSG-1203
CM032581.1	1738582	1739643	-	Tb1125.VSG.5270	Tbb1125VSG-1430
CM032581.1	1741433	1742310	-	Tb1125.VSG.5280	Tbb1125VSG-5523.2
CM032581.1	1743278	1744173	-	Tb1125.VSG.5290	Tbb1125VSG-2883.1
CM032581.1	1746417	1747969	-	Tb1125.VSG.5300	Tbb1125VSG-169
CM032581.1	1753234	1754646	-	Tb1125.VSG.5310	Tbb1125VSG-2054
CM032581.1	1756970	1758529	-	Tb1125.VSG.5320	Tbb1125VSG-4089
CM032581.1	1761029	1761943	-	Tb1125.VSG.5330	Tbb1125VSG-2874
CM032581.1	1764851	1766434	-	Tb1125.VSG.5340	Tbb1125VSG-136
CM032581.1	1770809	1772065	-	Tb1125.VSG.5350	Tbb1125VSG-4974
CM032581.1	1774184	1775569	-	Tb1125.VSG.5360	Tbb1125VSG-1699
CM032581.1	1777548	1779140	-	Tb1125.Tb11.v5.1023	Tbb1125VSG-4074
CM032581.1	1785372	1786712	-	Tb1125.6.5710	Tbb1125VSG-2904
CM032581.1	1796846	1797955	-	Tb1125.VSG.5370	Tbb1125VSG-2986
CM032581.1	1799768	1801210	-	Tb1125.VSG.5380	Tbb1125VSG-1717
CM032581.1	1813320	1814750	-	Tb1125.VSG.5390	Tbb1125VSG-1122
CM032581.1	1816672	1817682	-	Tb1125.VSG.5400	Tbb1125VSG-2775
CM032581.1	1823392	1824795	-	Tb1125.VSG.5410	Tbb1125VSG-418
CM032581.1	1826711	1828228	-	Tb1125.VSG.5420	Tbb1125VSG-224
CM032581.1	1831384	1832826	-	Tb1125.Tb09.v4.0078	Tbb1125VSG-2034
CM032581.1	1843575	1845047	-	Tb1125.VSG.5430	Tbb1125VSG-1074
CM032581.1	1849737	1851395	-	Tb1125.VSG.5440	Tbb1125VSG-4025
CM032581.1	1853487	1854647	-	Tb1125.VSG.5450	Tbb1125VSG-1365
CM032581.1	1858373	1859935	-	Tb1125.VSG.5460	Tbb1125VSG-4088
CM032581.1	1861729	1862751	-	Tb1125.VSG.5470	Tbb1125VSG-5272
CM032581.1	1866133	1866951	-	Tb1125.VSG.5480	Tbb1125VSG-5631
CM032581.1	1869339	1870868	-	Tb1125.VSG.5490	Tbb1125VSG-4140
CM032581.1	1872880	1874424	-	Tb1125.Tb11.v5.0284	Tbb1125VSG-4108
CM032581.1	1879795	1880571	-	Tb1125.VSG.5500	Tbb1125VSG-5718
CM032581.1	1888331	1889693	-	Tb1125.VSG.5510	Tbb1125VSG-4813
CM032581.1	1894357	1895274	-	Tb1125.VSG.5520	Tbb1125VSG-5446.2
CM032581.1	1903939	1905180	-	Tb1125.9.16690	Tbb1125VSG-2655
CM032581.1	1907089	1908533	-	Tb1125.VSG.5530	Tbb1125VSG-2570
CM032581.1	1911407	1912852	-	Tb1125.VSG.5540	Tbb1125VSG-4562.1
CM032581.1	1943834	1944700	-	Tb1125.VSG.5550	Tbb1125VSG-5536
CM032581.1	1949106	1950447	-	Tb1125.VSG.5560	Tbb1125VSG-4842.1
CM032581.1	1956643	1957407	-	Tb1125.VSG.5570	Tbb1125VSG-5749
CM032581.1	1959860	1960978	-	Tb1125.VSG.5580	Tbb1125VSG-5139
CM032581.1	1966020	1967390	-	Tb1125.VSG.5590	Tbb1125VSG-5443.1
CM032581.1	1969964	1971148	-	Tb1125.VSG.5600	Tbb1125VSG-2663
CM032581.1	1973643	1974590	-	Tb1125.VSG.5610	Tbb1125VSG-5398
CM032581.1	1976158	1977798	-	Tb1125.VSG.5620	Tbb1125VSG-4030
CM032581.1	1981788	1983068	-	Tb1125.VSG.5630	Tbb1125VSG-4945
CM032581.1	1988370	1989593	-	Tb1125.VSG.5640	Tbb1125VSG-1333
CM032581.1	1999386	2000606	-	Tb1125.VSG.5650	Tbb1125VSG-1334
CM032581.1	2002427	2003993	-	Tb1125.11.20650	Tbb1125VSG-5075
CM032581.1	2005350	2006558	-	Tb1125.VSG.5660	Tbb1125VSG-2642
CM032581.1	2008670	2009626	-	Tb1125.VSG.5670	Tbb1125VSG-2073
CM032581.1	2023525	2024952	-	Tb1125.VSG.5680	Tbb1125VSG-4685
CM032581.1	2026639	2028099	-	Tb1125.VSG.5690	Tbb1125VSG-4275.1
CM032581.1	2030357	2031234	-	Tb1125.VSG.5700	Tbb1125VSG-5513.2
CM032581.1	2033600	2034415	-	Tb1125.VSG.5710	Tbb1125VSG-5636.1
CM032581.1	2036160	2037683	-	Tb1125.VSG.5720	Tbb1125VSG-4145
CM032581.1	2039215	2040714	-	Tb1125.VSG.5730	Tbb1125VSG-4200
CM032581.1	2043033	2044504	-	Tb1125.VSG.5740	Tbb1125VSG-1069.1
CM032581.1	2045802	2047349	-	Tb1125.VSG.5750	Tbb1125VSG-4105.1
CM032581.1	2049716	2051020	-	Tb1125.VSG.5760	Tbb1125VSG-1268
CM032581.1	2054678	2056053	-	Tb1125.Tb10.v4.0232	Tbb1125VSG-1734
CM032581.1	2057082	2059462	-	Tb1125.Tb11.v5.0927	Tbb1125VSG-4181.4
CM032581.1	2061576	2062949	-	Tb1125.VSG.5770	Tbb1125VSG-4789
CM032582.1	3480	4793	-	Tb1125.VSG.5780	Tbb1125VSG-4880
CM032582.1	1894399	1901366	+	Tb1125.7.6500	Tbb1125VSG-315
CM032582.1	1901767	1903678	+	Tb1125.7.6510	Tbb1125VSG-5733
CM032582.1	1905316	1906868	+	Tb1125.7.6520	Tbb1125VSG-1161
CM032582.1	1908818	1910418	+	Tb1125.7.6530	Tbb1125VSG-2540
CM032582.1	1911617	1913286	+	Tb1125.7.6540	Tbb1125VSG-1004
CM032583.1	4820	6148	+	Tb1125.VSG.5790	Tbb1125VSG-4861.2
CM032583.1	8086	9531	+	Tb1125.VSG.5800	Tbb1125VSG-509
CM032583.1	10966	12336	+	Tb1125.VSG.5810	Tbb1125VSG-4794
CM032583.1	15193	16170	+	Tb1125.VSG.5820	Tbb1125VSG-2802
CM032583.1	21986	23128	+	Tb1125.VSG.5830	Tbb1125VSG-2833
CM032583.1	27675	28490	+	Tb1125.VSG.5840	Tbb1125VSG-1578
CM032583.1	36089	37006	+	Tb1125.VSG.5850	Tbb1125VSG-5446
CM032583.1	41481	42947	+	Tb1125.VSG.5860	Tbb1125VSG-308.1
CM032583.1	43910	45448	+	Tb1125.Tb09.v4.0197	Tbb1125VSG-2535
CM032583.1	47519	49107	+	Tb1125.11.20140	Tbb1125VSG-2646
CM032583.1	50512	51756	+	Tb1125.VSG.5870	Tbb1125VSG-2596
CM032583.1	53968	55158	+	Tb1125.VSG.5880	Tbb1125VSG-3094
CM032583.1	56620	57786	+	Tb1125.VSG.5890	Tbb1125VSG-5079
CM032583.1	68272	69024	+	Tb1125.Tb10.v4.0203	Tbb1125VSG-3049
CM032583.1	71344	72789	+	Tb1125.11.20670	Tbb1125VSG-4826
CM032583.1	85686	86558	+	Tb1125.VSG.5900	Tbb1125VSG-2910
CM032583.1	88785	90224	+	Tb1125.VSG.5910	Tbb1125VSG-4137
CM032583.1	98228	99763	+	Tb1125.VSG.5920	Tbb1125VSG-4126
CM032583.1	100603	101636	+	Tb1125.Tb11.0570	Tbb1125VSG-5432
CM032583.1	103554	105280	+	Tb1125.11.19350	Tbb1125VSG-5233
CM032583.1	106353	107944	+	Tb1125.Tb11.1720	Tbb1125VSG-242
CM032583.1	110883	112130	+	Tb1125.VSG.5930	Tbb1125VSG-4978
CM032583.1	115364	116785	+	Tb1125.VSG.5940	Tbb1125VSG-395
CM032583.1	124068	124878	+	Tb1125.VSG.5950	Tbb1125VSG-2989
CM032583.1	127298	128599	+	Tb1125.VSG.5960	Tbb1125VSG-2710
CM032583.1	130797	132305	+	Tb1125.VSG.5970	Tbb1125VSG-1031
CM032583.1	138144	139691	+	Tb1125.VSG.5980	Tbb1125VSG-180
CM032583.1	148145	148996	+	Tb1125.VSG.5990	Tbb1125VSG-5564
CM032583.1	151398	152819	+	Tb1125.VSG.6000	Tbb1125VSG-4698
CM032583.1	161234	162110	+	Tb1125.VSG.6010	Tbb1125VSG-5523.1
CM032583.1	163874	165354	+	Tb1125.9.500	Tbb1125VSG-1451
CM032583.1	167441	169201	+	Tb1125.9.510	Tbb1125VSG-1006
CM032583.1	180323	181615	+	Tb1125.VSG.6020	Tbb1125VSG-2578
CM032583.1	185289	186467	+	Tb1125.VSG.6030	Tbb1125VSG-1359
CM032583.1	188151	189477	+	Tb1125.9.18120	Tbb1125VSG-3032
CM032583.1	191575	192627	+	Tb1125.11.18520	Tbb1125VSG-2749
CM032583.1	195133	196599	+	Tb1125.VSG.6040	Tbb1125VSG-1083
CM032583.1	200906	202405	+	Tb1125.Tb11.v5.0870	Tbb1125VSG-1478
CM032583.1	204027	205400	+	Tb1125.VSG.6050	Tbb1125VSG-1204
CM032583.1	208318	209157	+	Tb1125.VSG.6060	Tbb1125VSG-5588
CM032583.1	209206	209973	+	Tb1125.VSG.6070	Tbb1125VSG-5736
CM032583.1	212112	213551	+	Tb1125.VSG.6080	Tbb1125VSG-4566
CM032583.1	215615	218727	+	Tb1125.Tb11.v5.0312	Tbb1125VSG-539
CM032583.1	224879	226306	+	Tb1125.VSG.6090	Tbb1125VSG-4689
CM032583.1	231467	232987	+	Tb1125.VSG.6100	Tbb1125VSG-4305
CM032583.1	235617	237041	+	Tb1125.VSG.6110	Tbb1125VSG-4695
CM032583.1	239514	241049	+	Tb1125.8.100	Tbb1125VSG-1446
CM032583.1	242966	244420	+	Tb1125.8.110	Tbb1125VSG-1447
CM032583.1	247031	249792	+	Tb1125.8.130	Tbb1125VSG-1397
CM032583.1	258628	260167	+	Tb1125.Tb10.v4.0068	Tbb1125VSG-1378
CM032583.1	263772	265253	+	Tb1125.Tb10.v4.0070	Tbb1125VSG-289
CM032583.1	283463	284614	+	Tb1125.VSG.6120	Tbb1125VSG-2051
CM032583.1	285843	287252	+	Tb1125.Tb11.0620	Tbb1125VSG-1155
CM032583.1	301469	309232	+	Tb1125.8.150	Tbb1125VSG-1378.1
CM032583.1	334429	335358	+	Tb1125.VSG.6130	Tbb1125VSG-5433
CM032583.1	348126	349340	+	Tb1125.VSG.6140	Tbb1125VSG-2639.1
CM032583.1	354061	355566	+	Tb1125.VSG.6150	Tbb1125VSG-4185
CM032583.1	356833	358260	+	Tb1125.VSG.6160	Tbb1125VSG-4686
CM032583.1	359945	361417	+	Tb1125.VSG.6170	Tbb1125VSG-311
CM032583.1	362596	363423	+	Tb1125.VSG.6180	Tbb1125VSG-2958
CM032583.1	366025	366879	+	Tb1125.VSG.6190	Tbb1125VSG-5559
CM032583.1	372428	374022	+	Tb1125.Tb10.v4.0109	Tbb1125VSG-2872
CM032583.1	375844	377215	+	Tb1125.Tb10.v4.0108	Tbb1125VSG-2589
CM032583.1	379691	381184	+	Tb1125.Tb10.v4.0107	Tbb1125VSG-1491
CM032583.1	383542	385113	+	Tb1125.Tb09.v4.0168	Tbb1125VSG-4232
CM032583.1	387619	388482	+	Tb1125.VSG.6200	Tbb1125VSG-2081
CM032583.1	396209	397108	+	Tb1125.VSG.6210	Tbb1125VSG-2882
CM032583.1	398621	399438	+	Tb1125.VSG.6220	Tbb1125VSG-1576
CM032583.1	407281	408234	+	Tb1125.VSG.6230	Tbb1125VSG-4281
CM032583.1	419067	420281	+	Tb1125.VSG.6240	Tbb1125VSG-2639
CM032583.1	425905	427710	+	Tb1125.Tb11.v5.0132	Tbb1125VSG-4013
CM032583.1	439118	440881	+	Tb1125.Tb11.v5.0131	Tbb1125VSG-4022
CM032583.1	442044	443453	+	Tb1125.VSG.6250	Tbb1125VSG-4724
CM032583.1	445180	458040	+	Tb1125.Tb11.v5.0129	Tbb1125VSG-2564
CM032583.1	460741	462280	+	Tb1125.Tb11.0180	Tbb1125VSG-5401
CM032583.1	464052	465626	+	Tb1125.Tb11.0170	Tbb1125VSG-4071
CM032583.1	477589	478830	+	Tb1125.VSG.6260	Tbb1125VSG-4985
CM032583.1	483238	484737	+	Tb1125.VSG.6270	Tbb1125VSG-2528
CM032583.1	486784	487638	+	Tb1125.VSG.6280	Tbb1125VSG-1552
CM032583.1	490498	491886	+	Tb1125.VSG.6290	Tbb1125VSG-4759
CM032583.1	504331	505179	-	Tb1125.VSG.6300	Tbb1125VSG-3006
CM032583.1	508686	510095	-	Tb1125.VSG.6310	Tbb1125VSG-1156
CM032583.1	514728	516185	-	Tb1125.Tb10.v4.0076	Tbb1125VSG-2552
CM032583.1	522871	524358	-	Tb1125.VSG.6320	Tbb1125VSG-277
CM032583.1	528678	529805	+	Tb1125.VSG.6330	Tbb1125VSG-1386
CM032583.1	531721	533225	+	Tb1125.VSG.6340	Tbb1125VSG-1054
CM032583.1	538231	539047	+	Tb1125.VSG.6350	Tbb1125VSG-1577
CM032583.1	550255	551790	+	Tb1125.VSG.6360	Tbb1125VSG-198
CM032583.1	553928	554701	+	Tb1125.VSG.6370	Tbb1125VSG-5616.1
CM032583.1	577526	578503	+	Tb1125.VSG.6380	Tbb1125VSG-2800.1
CM032583.1	580741	582171	+	Tb1125.8.280	Tbb1125VSG-505
CM032583.1	602417	603928	+	Tb1125.8.330	Tbb1125VSG-5448
CM032583.1	609520	613570	+	Tb1125.8.350	Tbb1125VSG-3170
CM032583.1	617645	619531	+	Tb1125.8.380	Tbb1125VSG-5472
CM032583.1	621299	622896	+	Tb1125.8.400	Tbb1125VSG-457
CM032583.1	624065	625596	+	Tb1125.8.410	Tbb1125VSG-1540
CM032583.1	627303	628854	+	Tb1125.8.420	Tbb1125VSG-4194
CM032583.1	633554	635057	+	Tb1125.8.440	Tbb1125VSG-1131
CM032583.1	640570	642147	+	Tb1125.8.460	Tbb1125VSG-1784
CM032583.1	2687615	2688736	-	Tb1125.8.7320	Tbb1125VSG-2743
CM032584.1	52057	53559	-	Tb1125.VSG.6390	Tbb1125VSG-4198
CM032584.1	55086	56134	-	Tb1125.VSG.6400	Tbb1125VSG-2850.2
CM032584.1	59159	60658	-	Tb1125.VSG.6410	Tbb1125VSG-4201.1
CM032584.1	62185	63629	-	Tb1125.VSG.6420	Tbb1125VSG-3198.1
CM032584.1	71358	72209	-	Tb1125.VSG.6430	Tbb1125VSG-5563
CM032584.1	74015	74806	-	Tb1125.VSG.6440	Tbb1125VSG-1597.2
CM032584.1	83133	84242	+	Tb1125.VSG.6450	Tbb1125VSG-2850
CM032584.1	85768	87257	+	Tb1125.VSG.6460	Tbb1125VSG-1648
CM032584.1	91212	96634	+	Tb1125.Tb09.v4.0047	Tbb1125VSG-3086
CM032584.1	98504	99862	+	Tb1125.VSG.6470	Tbb1125VSG-1228
CM032584.1	102007	103449	+	Tb1125.VSG.6480	Tbb1125VSG-4563
CM032584.1	108968	110149	+	Tb1125.VSG.6490	Tbb1125VSG-5066
CM032584.1	113711	115156	+	Tb1125.VSG.6500	Tbb1125VSG-4831.2
CM032584.1	116871	118516	+	Tb1125.Tb11.0910	Tbb1125VSG-4823
CM032584.1	127903	128913	+	Tb1125.VSG.6510	Tbb1125VSG-2075.1
CM032584.1	130189	131604	+	Tb1125.VSG.6520	Tbb1125VSG-406
CM032584.1	136590	138059	+	Tb1125.11.17220	Tbb1125VSG-341
CM032584.1	140510	141265	+	Tb1125.VSG.6530	Tbb1125VSG-5776
CM032584.1	153027	154382	+	Tb1125.VSG.6540	Tbb1125VSG-1229
CM032584.1	160668	162032	+	Tb1125.VSG.6550	Tbb1125VSG-2543
CM032584.1	165532	166773	+	Tb1125.VSG.6560	Tbb1125VSG-1317.1
CM032584.1	170151	171077	+	Tb1125.VSG.6570	Tbb1125VSG-3155
CM032584.1	174824	176284	+	Tb1125.VSG.6580	Tbb1125VSG-350
CM032584.1	194816	196334	+	Tb1125.9.17080	Tbb1125VSG-1616
CM032584.1	200652	202205	+	Tb1125.VSG.6590	Tbb1125VSG-1642
CM032584.1	204510	205331	+	Tb1125.VSG.6600	Tbb1125VSG-5622
CM032584.1	208107	209600	+	Tb1125.Tb09.v4.0191	Tbb1125VSG-1272
CM032584.1	223575	225107	+	Tb1125.VSG.6610	Tbb1125VSG-535
CM032584.1	226269	227468	+	Tb1125.VSG.6620	Tbb1125VSG-2649
CM032584.1	245015	246777	-	Tb1125.3.120	Tbb1125VSG-5009.1
CM032584.1	251031	251783	-	Tb1125.VSG.6630	Tbb1125VSG-5780
CM032584.1	253895	255481	-	Tb1125.VSG.6640	Tbb1125VSG-442
CM032584.1	257530	259032	-	Tb1125.VSG.6650	Tbb1125VSG-1345
CM032584.1	266473	267939	-	Tb1125.VSG.6660	Tbb1125VSG-488
CM032584.1	269761	271218	-	Tb1125.VSG.6670	Tbb1125VSG-1092
CM032584.1	274101	275189	-	Tb1125.VSG.6680	Tbb1125VSG-5173.1
CM032584.1	277984	279056	-	Tb1125.VSG.6690	Tbb1125VSG-5267
CM032584.1	284068	284946	-	Tb1125.VSG.6700	Tbb1125VSG-3162
CM032584.1	287217	288224	-	Tb1125.VSG.6710	Tbb1125VSG-5304.2
CM032584.1	291107	292300	-	Tb1125.VSG.6720	Tbb1125VSG-1355
CM032584.1	294713	296203	-	Tb1125.VSG.6730	Tbb1125VSG-1053
CM032584.1	297587	299077	-	Tb1125.VSG.6740	Tbb1125VSG-1053.1
CM032584.1	303751	304602	-	Tb1125.VSG.6750	Tbb1125VSG-5566
CM032584.1	310018	311181	-	Tb1125.VSG.6760	Tbb1125VSG-2111
CM032584.1	322944	324362	-	Tb1125.VSG.6770	Tbb1125VSG-1137
CM032584.1	327887	329491	-	Tb1125.VSG.6780	Tbb1125VSG-4300
CM032584.1	330659	331975	-	Tb1125.VSG.6790	Tbb1125VSG-1256
CM032584.1	337195	338763	-	Tb1125.10.16530	Tbb1125VSG-1331
CM032584.1	340377	341456	-	Tb1125.VSG.6800	Tbb1125VSG-2728
CM032584.1	343302	344417	-	Tb1125.VSG.6810	Tbb1125VSG-5147
CM032584.1	347541	349139	-	Tb1125.VSG.6820	Tbb1125VSG-4050
CM032584.1	350773	352254	-	Tb1125.VSG.6830	Tbb1125VSG-286
CM032584.1	355087	355946	-	Tb1125.VSG.6840	Tbb1125VSG-5529.1
CM032584.1	359117	360073	-	Tb1125.VSG.6850	Tbb1125VSG-5385
CM032584.1	361658	363565	-	Tb1125.VSG.6860	Tbb1125VSG-518
CM032584.1	368667	369452	-	Tb1125.VSG.6870	Tbb1125VSG-5695.1
CM032584.1	371400	373118	-	Tb1125.VSG.6880	Tbb1125VSG-4014.1
CM032584.1	374011	375729	-	Tb1125.VSG.6890	Tbb1125VSG-4014.2
CM032584.1	376545	378263	-	Tb1125.VSG.6900	Tbb1125VSG-4014
CM032584.1	378974	380407	-	Tb1125.VSG.6910	Tbb1125VSG-508
CM032584.1	386640	388214	-	Tb1125.VSG.6920	Tbb1125VSG-462
CM032584.1	425639	426709	-	Tb1125.VSG.6930	Tbb1125VSG-5194
CM032584.1	429747	431200	-	Tb1125.Tb08.27P2.720	Tbb1125VSG-3167
CM032584.1	432784	433674	-	Tb1125.VSG.6940	Tbb1125VSG-3178
CM032584.1	439920	440987	-	Tb1125.VSG.6950	Tbb1125VSG-5195
CM032584.1	458449	459750	-	Tb1125.11.18920	Tbb1125VSG-2580
CM032584.1	464659	467754	-	Tb1125.11.18860	Tbb1125VSG-2914
CM032584.1	471637	473196	-	Tb1125.VSG.6960	Tbb1125VSG-1011
CM032584.1	481630	482442	-	Tb1125.VSG.6970	Tbb1125VSG-5642
CM032584.1	484738	485718	-	Tb1125.VSG.6980	Tbb1125VSG-2799
CM032584.1	489582	491114	-	Tb1125.VSG.6990	Tbb1125VSG-204
CM032584.1	493025	494567	-	Tb1125.11.20100	Tbb1125VSG-2123
CM032584.1	503144	504079	-	Tb1125.VSG.7000	Tbb1125VSG-1506
CM032584.1	505987	506955	-	Tb1125.VSG.7010	Tbb1125VSG-1485
CM032584.1	508842	510113	-	Tb1125.VSG.7020	Tbb1125VSG-3091
CM032584.1	512505	513509	-	Tb1125.VSG.7030	Tbb1125VSG-5310
CM032584.1	519037	520281	-	Tb1125.VSG.7040	Tbb1125VSG-4981.1
CM032584.1	521842	523314	-	Tb1125.VSG.7050	Tbb1125VSG-4261.1
CM032584.1	530942	532348	-	Tb1125.VSG.7060	Tbb1125VSG-4732
CM032584.1	535691	537227	-	Tb1125.Tb09.v4.0131	Tbb1125VSG-1174.1
CM032584.1	543159	544178	-	Tb1125.VSG.7070	Tbb1125VSG-5282
CM032584.1	553126	554610	-	Tb1125.VSG.7080	Tbb1125VSG-4227.3
CM032584.1	560052	561365	-	Tb1125.VSG.7090	Tbb1125VSG-4879
CM032584.1	569504	570271	-	Tb1125.VSG.7100	Tbb1125VSG-5742.1
CM032584.1	572615	573604	-	Tb1125.VSG.7110	Tbb1125VSG-5337.1
CM032584.1	575536	577038	-	Tb1125.VSG.7120	Tbb1125VSG-4196.1
CM032584.1	580475	581947	+	Tb1125.VSG.7130	Tbb1125VSG-2505.1
CM032584.1	583239	584135	+	Tb1125.VSG.7140	Tbb1125VSG-5479
CM032584.1	589086	590462	+	Tb1125.VSG.7150	Tbb1125VSG-1201.1
CM032584.1	594836	596323	+	Tb1125.VSG.7160	Tbb1125VSG-1058
CM032584.1	598167	599376	+	Tb1125.VSG.7170	Tbb1125VSG-5180.1
CM032584.1	602774	603826	+	Tb1125.VSG.7180	Tbb1125VSG-5216.1
CM032584.1	606402	607814	+	Tb1125.VSG.7190	Tbb1125VSG-4719
CM032584.1	613668	614492	+	Tb1125.VSG.7200	Tbb1125VSG-2961
CM032584.1	616860	617633	+	Tb1125.VSG.7210	Tbb1125VSG-3026
CM032584.1	620527	621279	+	Tb1125.VSG.7220	Tbb1125VSG-5789
CM032584.1	623403	624209	+	Tb1125.VSG.7230	Tbb1125VSG-1586
CM032584.1	626361	627314	+	Tb1125.VSG.7240	Tbb1125VSG-2823
CM032584.1	632865	634244	+	Tb1125.VSG.7250	Tbb1125VSG-4778
CM032584.1	636294	637169	+	Tb1125.VSG.7260	Tbb1125VSG-1541
CM032584.1	639636	640966	+	Tb1125.VSG.7270	Tbb1125VSG-411
CM032584.1	662163	663281	+	Tb1125.VSG.7280	Tbb1125VSG-1391
CM032584.1	664841	665959	+	Tb1125.VSG.7290	Tbb1125VSG-1391.1
CM032584.1	668620	669432	+	Tb1125.VSG.7300	Tbb1125VSG-5643
CM032584.1	671064	671966	+	Tb1125.VSG.7310	Tbb1125VSG-5477
CM032584.1	673796	675289	+	Tb1125.VSG.7320	Tbb1125VSG-4214
CM032584.1	677554	678711	+	Tb1125.VSG.7330	Tbb1125VSG-5094
CM032584.1	680869	682473	+	Tb1125.VSG.7340	Tbb1125VSG-119
CM032584.1	686800	687855	+	Tb1125.VSG.7350	Tbb1125VSG-5210
CM032584.1	691026	692600	+	Tb1125.VSG.7360	Tbb1125VSG-4068
CM032584.1	699452	700333	+	Tb1125.VSG.7370	Tbb1125VSG-5504
CM032584.1	703102	704466	+	Tb1125.VSG.7380	Tbb1125VSG-2547
CM032584.1	710869	711807	+	Tb1125.VSG.7390	Tbb1125VSG-2838
CM032584.1	720448	721227	+	Tb1125.VSG.7400	Tbb1125VSG-3014
CM032584.1	724816	726217	+	Tb1125.VSG.7410	Tbb1125VSG-4732.1
CM032584.1	730414	731166	+	Tb1125.VSG.7420	Tbb1125VSG-3046
CM032584.1	733839	735056	+	Tb1125.VSG.7430	Tbb1125VSG-3070
CM032584.1	736234	737670	+	Tb1125.VSG.7440	Tbb1125VSG-2026
CM032584.1	741226	742365	+	Tb1125.VSG.7450	Tbb1125VSG-2688
CM032584.1	743427	744910	+	Tb1125.Tb11.v5.0980	Tbb1125VSG-1244
CM032584.1	746717	747598	+	Tb1125.VSG.7460	Tbb1125VSG-5507
CM032584.1	760412	761212	+	Tb1125.VSG.7470	Tbb1125VSG-1591
CM032584.1	768685	769680	+	Tb1125.VSG.7480	Tbb1125VSG-2785
CM032584.1	771562	772332	+	Tb1125.VSG.7490	Tbb1125VSG-5731
CM032584.1	774681	776039	+	Tb1125.VSG.7500	Tbb1125VSG-4814
CM032584.1	782976	784370	+	Tb1125.VSG.7510	Tbb1125VSG-4749
CM032584.1	787061	788611	+	Tb1125.VSG.7520	Tbb1125VSG-4097
CM032584.1	789629	791602	+	Tb1125.Tb11.v5.0143	Tbb1125VSG-1105
CM032584.1	831971	833629	+	Tb1125.VSG.7530	Tbb1125VSG-440
CM032584.1	838924	839808	+	Tb1125.VSG.7540	Tbb1125VSG-5500
CM032584.1	841875	842975	+	Tb1125.VSG.7550	Tbb1125VSG-2717.1
CM032584.1	848801	850351	+	Tb1125.9.1070	Tbb1125VSG-5705
CM032584.1	857134	858597	+	Tb1125.9.1110	Tbb1125VSG-437
CM032584.1	860978	862449	+	Tb1125.9.1130	Tbb1125VSG-2621
CM032584.1	872068	873467	+	Tb1125.Tb11.v5.0949	Tbb1125VSG-5533
CM032584.1	875591	876601	+	Tb1125.VSG.7560	Tbb1125VSG-5340
CM032584.1	882268	883089	+	Tb1125.VSG.7570	Tbb1125VSG-2967
CM032584.1	908859	910382	+	Tb1125.VSG.7580	Tbb1125VSG-4144
CM032584.1	915304	916164	+	Tb1125.VSG.7590	Tbb1125VSG-5551
CM032584.1	917867	918892	+	Tb1125.VSG.7600	Tbb1125VSG-5263
CM032584.1	926732	927811	+	Tb1125.VSG.7610	Tbb1125VSG-3110
CM032584.1	932550	933914	+	Tb1125.VSG.7620	Tbb1125VSG-1219
CM032584.1	935977	937479	+	Tb1125.VSG.7630	Tbb1125VSG-257
CM032584.1	940554	941761	+	Tb1125.VSG.7640	Tbb1125VSG-5015.1
CM032584.1	943823	945427	+	Tb1125.VSG.7650	Tbb1125VSG-366
CM032584.1	948139	949672	+	Tb1125.VSG.7660	Tbb1125VSG-4131.2
CM032584.1	955821	956768	+	Tb1125.VSG.7670	Tbb1125VSG-5396.1
CM032584.1	958085	959590	+	Tb1125.VSG.7680	Tbb1125VSG-4183.1
CM032584.1	961170	962615	+	Tb1125.VSG.7690	Tbb1125VSG-4359
CM032584.1	964807	965658	+	Tb1125.VSG.7700	Tbb1125VSG-5570.1
CM032584.1	969152	969949	+	Tb1125.VSG.7710	Tbb1125VSG-2993
CM032584.1	976435	977220	+	Tb1125.VSG.7720	Tbb1125VSG-5694
CM032584.1	979160	980110	+	Tb1125.VSG.7730	Tbb1125VSG-1497
CM032584.1	981826	983178	+	Tb1125.VSG.7740	Tbb1125VSG-2548
CM032584.1	985185	986480	+	Tb1125.VSG.7750	Tbb1125VSG-4898
CM032584.1	987836	989290	+	Tb1125.VSG.7760	Tbb1125VSG-362
CM032584.1	993276	994142	+	Tb1125.VSG.7770	Tbb1125VSG-2919
CM032584.1	996181	997491	+	Tb1125.VSG.7780	Tbb1125VSG-1020
CM032584.1	1006712	1008349	+	Tb1125.9.1250	Tbb1125VSG-1375
CM032584.1	1013115	1014665	+	Tb1125.11.17140	Tbb1125VSG-175
CM032584.1	1016707	1018257	+	Tb1125.VSG.7790	Tbb1125VSG-4098
CM032584.1	1019624	1020622	+	Tb1125.VSG.7800	Tbb1125VSG-5323
CM032584.1	1029019	1030383	-	Tb1125.VSG.7810	Tbb1125VSG-1216
