"","samplename","mouse","day","tissue","VSG","Percent","RPKM","hit_VSG","pct_id_vs_query","pct_id_vs_match","match_VSG_length","assembled_VSG_length","strain","mode","experiment"
"547","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN112_c0_g1_i6_1_99_1482_C3M1_D14_brain_R1",0.000357987679071,2.49608199331,"gnl|BL_ORD_ID|2796 Tbb1125VSG-237 : Complete : 1512nt : contig PacBio-2391",71.6558206797,65.5423280423,1512,1383,"AID","IV","1"
"548","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN82_c0_g3_i2_1_0_927_C3M1_D14_brain_R1",0.0126971290798,88.531190082,"gnl|BL_ORD_ID|3646 Tbb1125VSG-1525 : N-terminus partial : 903nt : contig Illumina-6242",97.4110032362,100,903,927,"AID","IV","1"
"549","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN430_c0_g1_i1_1_1_1449_RC_C3M1_D14_brain_R1",0.00505439079792,35.2419219862,"gnl|BL_ORD_ID|18 Tb427VSG-22 : GB Accession AJ007019 : 1368nt : Complete : contig90021.",3.86740331492,4.09356725146,1368,1448,"AID","IV","1"
"550","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN144_c0_g1_i1_1_65_1518_C3M1_D14_brain_R1",0.0193847886808,135.161137656,"gnl|BL_ORD_ID|4994 Tbb1125VSG-4263 : Complete : 1461nt : contig PacBio-2363",98.0041293875,97.4674880219,1461,1453,"AID","IV","1"
"551","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN215_c0_g1_i2_1_0_914_RC_C3M1_D14_brain_R1",0.0011273645142,7.86058970268,"gnl|BL_ORD_ID|2847 Tbb1125VSG-290 : Complete : 1482nt : contig Illumina-5670",98.9059080963,60.9986504723,1482,914,"AID","IV","1"
"552","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN11_c0_g1_i1_1_67_1492_C3M1_D14_brain_R1",0.12846694967,895.740436205,"gnl|BL_ORD_ID|2951 Tbb1125VSG-393 : Complete : 1425nt : contig Illumina-7844",99.7192982456,99.7192982456,1425,1425,"AID","IV","1"
"553","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN195_c0_g1_i2_1_39_1500_C3M1_D14_brain_R1",0.016721400918,116.590570499,"gnl|BL_ORD_ID|3082 Tbb1125VSG-537 : Complete but extended : 1512nt : contig PacBio-258",99.794661191,96.4285714286,1512,1461,"AID","IV","1"
"554","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN286_c0_g1_i1_1_0_1335_RC_C3M1_D14_brain_R1",0.00535755533404,37.3557476396,"gnl|BL_ORD_ID|4941 Tbb1125VSG-4211 : N-terminus partial : 1497nt : contig PacBio-192",99.4007490637,88.6439545758,1497,1335,"AID","IV","1"
"555","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN160_c0_g1_i8_1_30_1472_C3M1_D14_brain_R1",0.0069519473432,48.4727033814,"gnl|BL_ORD_ID|3009 Tbb1125VSG-462 : Complete but extended : 1575nt : contig PacBio-2245",99.653259362,91.2380952381,1575,1442,"AID","IV","1"
"556","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN33_c0_g1_i5_1_27_1533_C3M1_D14_brain_R1",0.0195693264788,136.447834103,"gnl|BL_ORD_ID|2806 Tbb1125VSG-247 : Complete : 1506nt : contig PacBio-288",100,100,1506,1506,"AID","IV","1"
"557","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN467_c0_g1_i1_1_1_1346_RC_C3M1_D14_brain_R1",0.002513473071,17.5252815669,"gnl|BL_ORD_ID|4649 Tbb1125VSG-3107 : Complete : 1569nt : contig PacBio-3049",100,85.7233906947,1569,1345,"AID","IV","1"
"558","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN20_c0_g1_i68_1_2_1248_RC_C3M1_D14_brain_R1",0.00997863859924,69.5764172386,"gnl|BL_ORD_ID|2587 Tbb1125VSG-6 : Complete : 1503nt : MC : contig Illumina-670",99.9197431782,82.8343313373,1503,1246,"AID","IV","1"
"559","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN102_c0_g1_i1_1_466_1501_C3M1_D14_brain_R1",0,0,"gnl|BL_ORD_ID|4668 Tbb1125VSG-3128 : C-terminus partial : 1035nt : contig PacBio-176",80.4830917874,80.4830917874,1035,1035,"AID","IV","1"
"560","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN68_c1_g1_i1_1_103_1594_C3M1_D14_brain_R1",0,0,"gnl|BL_ORD_ID|2955 Tbb1125VSG-398 : Complete : 1422nt : contig Illumina-6133",86.8544600939,91.0689170183,1422,1491,"AID","IV","1"
"561","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN213_c0_g1_i1_1_2_1344_RC_C3M1_D14_brain_R1",0.0135469789514,94.4567989379,"gnl|BL_ORD_ID|3031 Tbb1125VSG-484 : Complete almost : 1470nt : contig Illumina-3911",100,91.4792092706,1467,1342,"AID","IV","1"
"562","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN202_c0_g1_i11_1_2_1288_RC_C3M1_D14_brain_R1",0.00158919764073,11.0807378208,"gnl|BL_ORD_ID|5097 Tbb1125VSG-4562 : Complete but atypical GPI site : 1443nt : contig PacBio-2363",96.500777605,86.0013860014,1443,1286,"AID","IV","1"
"563","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN434_c0_g1_i1_1_2_222_RC_C3M1_D14_brain_R1",0.000687047060843,4.79046039119,"gnl|BL_ORD_ID|5176 Tbb1125VSG-4740 : Internal partial : 1401nt : contig PacBio-109",100,15.7030692363,1401,220,"AID","IV","1"
"564","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN229_c0_g2_i1_1_2_978_RC_C3M1_D14_brain_R1",0.00245204726887,17.0969879479,"gnl|BL_ORD_ID|3926 Tbb1125VSG-2022 : C-terminus partial : 1377nt : contig PacBio-288",99.7950819672,70.7334785766,1377,976,"AID","IV","1"
"565","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN255_c0_g1_i1_1_92_1260_C3M1_D14_brain_R1",0.00115635950389,8.06275831316,"gnl|BL_ORD_ID|2609 Tbb1125VSG-37 : Complete almost but atypical GPI site : 1554nt : MC : contig Illumina-344",99.2294520548,74.7259832366,1551,1168,"AID","IV","1"
"566","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN82_c0_g2_i1_1_46_1647_C3M1_D14_brain_R1",0.0121773550832,84.9070471594,"gnl|BL_ORD_ID|3191 Tbb1125VSG-1097 : N-terminus partial : 1455nt : contig PacBio-109",87.1330418488,95.8762886598,1455,1601,"AID","IV","1"
"567","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN287_c0_g1_i1_1_59_1443_C3M1_D14_brain_R1",0.00343825529129,23.9733589247,"gnl|BL_ORD_ID|4893 Tbb1125VSG-4165 : Complete : 1512nt : contig PacBio-2320",100,91.5343915344,1512,1384,"AID","IV","1"
"568","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN58_c0_g1_i8_1_0_1129_RC_C3M1_D14_brain_R1",0.000436010634765,3.04009986364,"gnl|BL_ORD_ID|4826 Tbb1125VSG-4098 : Complete but atypical GPI site : 1551nt : contig PacBio-2378",96.1027457927,69.9548678272,1551,1129,"AID","IV","1"
"569","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN140_c0_g3_i1_1_22_1450_RC_C3M1_D14_brain_R1",0.00400740984692,27.9418095748,"gnl|BL_ORD_ID|3909 Tbb1125VSG-2001 : Complete : 1437nt : contig Illumina-3980",90.8963585434,90.3270702853,1437,1428,"AID","IV","1"
"570","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN73_c0_g1_i8_1_0_1522_RC_C3M1_D14_brain_R1",0.0297178604003,207.208852599,"gnl|BL_ORD_ID|2635 Tbb1125VSG-67 : Complete : 1551nt : MC : contig PacBio-381",99.605781866,97.7433913604,1551,1522,"AID","IV","1"
"571","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN6_c0_g2_i3_1_42_1082_C3M1_D14_brain_R1",0.362305620567,2526.188996,"gnl|BL_ORD_ID|2787 Tbb1125VSG-228 : Complete : 1515nt : contig Illumina-3226",99.8076923077,68.5148514851,1515,1040,"AID","IV","1"
"572","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN197_c0_g1_i3_1_24_1515_RC_C3M1_D14_brain_R1",0.0188065130588,131.129090042,"gnl|BL_ORD_ID|2592 Tbb1125VSG-17 : Complete : 1458nt : MC : contig Illumina-796",97.6525821596,99.8628257888,1458,1491,"AID","IV","1"
"573","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN48_c0_g1_i2_1_38_1729_C3M1_D14_brain_R1",0.0821952529119,573.109363041,"gnl|BL_ORD_ID|4746 Tbb1125VSG-4018 : Complete : 1698nt : contig PacBio-2390",99.1129509166,98.7043580683,1698,1691,"AID","IV","1"
"574","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN113_c0_g2_i1_1_40_1639_C3M1_D14_brain_R1",0.00512590066281,35.7405270962,"gnl|BL_ORD_ID|2585 Tbb1125VSG-2 : Complete : 1599nt : MC : contig Illumina-70",99.9374609131,99.9374609131,1599,1599,"AID","IV","1"
"575","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN248_c0_g1_i1_1_103_1468_C3M1_D14_brain_R1",0.00141492901386,9.86564353967,"gnl|BL_ORD_ID|4854 Tbb1125VSG-4127 : Complete : 1536nt : contig PacBio-150",99.2673992674,88.2161458333,1536,1365,"AID","IV","1"
"576","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN53_c1_g4_i2_1_1667_3092_C3M1_D14_brain_R1",0.375775354242,2620.10719946,"gnl|BL_ORD_ID|3044 Tbb1125VSG-496 : Complete : 1473nt : contig PacBio-2411",99.8596491228,96.6055668703,1473,1425,"AID","IV","1"
"577","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN409_c0_g1_i1_1_161_1340_C3M1_D14_brain_R1",0.00313702134289,21.8729943638,"gnl|BL_ORD_ID|4198 Tbb1125VSG-2667 : Internal partial : 1179nt : contig PacBio-2283",100,100,1179,1179,"AID","IV","1"
"578","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN220_c0_g1_i1_1_119_1457_C3M1_D14_brain_R1",0.0144389268586,100.675937865,"gnl|BL_ORD_ID|5288 Tbb1125VSG-4849 : N-terminus partial : 1338nt : contig PacBio-2411",100,100,1338,1338,"AID","IV","1"
"579","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN58_c0_g1_i1_1_0_609_RC_C3M1_D14_brain_R1",0.0038022293864,26.5111814196,"gnl|BL_ORD_ID|4826 Tbb1125VSG-4098 : Complete but atypical GPI site : 1551nt : contig PacBio-2378",99.8357963875,39.2005157963,1551,609,"AID","IV","1"
"580","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN3_c0_g1_i1_1_93_1488_C3M1_D14_brain_R1",0.159724054547,1113.68172639,"gnl|BL_ORD_ID|5180 Tbb1125VSG-4744 : Complete : 1485nt : contig PacBio-2602",100,93.9393939394,1485,1395,"AID","IV","1"
"581","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN63_c0_g1_i1_1_121_1502_C3M1_D14_brain_R1",0.044221466274,308.335767227,"gnl|BL_ORD_ID|5041 Tbb1125VSG-4310 : Complete : 1509nt : contig PacBio-2361",99.9275887038,91.4512922465,1509,1381,"AID","IV","1"
"582","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN269_c0_g1_i1_1_0_1378_RC_C3M1_D14_brain_R1",0.00412910733586,28.790349702,"gnl|BL_ORD_ID|4812 Tbb1125VSG-4084 : Complete : 1563nt : contig PacBio-2222",99.564586357,87.7799104287,1563,1378,"AID","IV","1"
"583","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN373_c0_g1_i1_1_24_1473_C3M1_D14_brain_R1",0.0128187126621,89.3789359911,"gnl|BL_ORD_ID|2703 Tbb1125VSG-145 : Complete : 1518nt : contig PacBio-2390",91.2353347136,87.0882740448,1518,1449,"AID","IV","1"
"584","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN70_c1_g1_i1_1_48_1470_C3M1_D14_brain_R1",0.0359979336629,250.996889741,"gnl|BL_ORD_ID|2650 Tbb1125VSG-82 : Complete : 1422nt : MC : contig Illumina-1717",100,100,1422,1422,"AID","IV","1"
"585","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN296_c0_g1_i1_1_1_1407_RC_C3M1_D14_brain_R1",0.00412533139047,28.7640217868,"gnl|BL_ORD_ID|2845 Tbb1125VSG-288 : Complete but atypical GPI site : 1482nt : contig PacBio-102",97.652916074,92.645074224,1482,1406,"AID","IV","1"
"586","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN98_c0_g1_i5_1_84_1338_C3M1_D14_brain_R1",0.00187988504839,13.1075662463,"gnl|BL_ORD_ID|3421 Tbb1125VSG-1315 : N-terminus partial : 1254nt : contig PacBio-2410",99.6012759171,99.6012759171,1254,1254,"AID","IV","1"
"587","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN75_c0_g1_i8_1_81_1320_C3M1_D14_brain_R1",0.00314367331621,21.9193754874,"gnl|BL_ORD_ID|3334 Tbb1125VSG-1230 : N-terminus partial : 1353nt : contig Illumina-1925",97.6594027441,89.4308943089,1353,1239,"AID","IV","1"
"588","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN34_c0_g1_i22_1_1517_2823_C3M1_D14_brain_R1",0.0119987861697,83.6619689748,"gnl|BL_ORD_ID|362 Tb427VSG-642 : GB Accession KC613767 : 1422nt : Complete : contig4799.",92.5727411945,85.0210970464,1422,1306,"AID","IV","1"
"589","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN75_c0_g2_i1_1_71_1375_C3M1_D14_brain_R1",0.00933202281801,65.0678654015,"gnl|BL_ORD_ID|2628 Tbb1125VSG-57 : Complete : 1323nt : MC : contig Illumina-336",99.463190184,98.0347694633,1323,1304,"AID","IV","1"
"590","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN88_c0_g1_i15_1_13_1333_RC_C3M1_D14_brain_R1",0.00838944600687,58.4957146177,"gnl|BL_ORD_ID|4985 Tbb1125VSG-4254 : Complete but atypical GPI site : 1467nt : contig PacBio-109",96.2121212121,86.5712338105,1467,1320,"AID","IV","1"
"591","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN202_c0_g1_i5_1_2_1338_RC_C3M1_D14_brain_R1",0.00346756693061,24.1777353861,"gnl|BL_ORD_ID|5097 Tbb1125VSG-4562 : Complete but atypical GPI site : 1443nt : contig PacBio-2363",99.4011976048,92.0304920305,1443,1336,"AID","IV","1"
"592","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN110_c0_g1_i4_1_51_1641_C3M1_D14_brain_R1",0.0124610821492,86.885344352,"gnl|BL_ORD_ID|2688 Tbb1125VSG-133 : Complete : 1584nt : contig PacBio-59",98.9937106918,99.3686868687,1584,1590,"AID","IV","1"
"593","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN311_c0_g1_i1_1_0_1335_RC_C3M1_D14_brain_R1",0.136573007051,952.260213415,"gnl|BL_ORD_ID|2772 Tbb1125VSG-211 : Complete : 1527nt : contig PacBio-410",98.8764044944,86.4440078585,1527,1335,"AID","IV","1"
"594","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN299_c0_g1_i2_1_2_1338_RC_C3M1_D14_brain_R1",0.0041316725299,28.8082356099,"gnl|BL_ORD_ID|3295 Tbb1125VSG-1193 : N-terminus partial : 1386nt : contig PacBio-269",98.877245509,95.3102453102,1386,1336,"AID","IV","1"
"595","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN259_c0_g1_i1_1_0_1476_RC_C3M1_D14_brain_R1",0.00650168799488,45.333253849,"gnl|BL_ORD_ID|3071 Tbb1125VSG-524 : Complete but extended : 1569nt : contig PacBio-2283",98.2384823848,92.4155513066,1569,1476,"AID","IV","1"
"596","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN112_c0_g1_i7_1_99_1512_C3M1_D14_brain_R1",0.000772927943448,5.38926794009,"gnl|BL_ORD_ID|2796 Tbb1125VSG-237 : Complete : 1512nt : contig PacBio-2391",94.3382873319,88.1613756614,1512,1413,"AID","IV","1"
"597","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN113_c0_g1_i4_1_38_1628_C3M1_D14_brain_R1",0.0080311709581,55.9976289288,"gnl|BL_ORD_ID|3092 Tbb1125VSG-1005 : N-terminus partial : 1638nt : contig PacBio-107",93.8993710692,91.1477411477,1638,1590,"AID","IV","1"
"598","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN171_c0_g1_i3_1_149_1487_C3M1_D14_brain_R1",0,0,"gnl|BL_ORD_ID|2960 Tbb1125VSG-402.1 : Complete but atypical GPI site : 1419nt : Duplicate : contig PacBio-2215",91.1061285501,85.9055673009,1419,1338,"AID","IV","1"
"599","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN271_c0_g1_i2_1_1_1211_RC_C3M1_D14_brain_R1",0.00342658231856,23.8919687017,"gnl|BL_ORD_ID|4006 Tbb1125VSG-2106 : Complete : 1437nt : contig PacBio-2391",98.1818181818,82.6722338205,1437,1210,"AID","IV","1"
"600","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN5_c0_g1_i1_1_75_1511_C3M1_D14_brain_R1",0.137835361952,961.062028453,"gnl|BL_ORD_ID|3853 Tbb1125VSG-1724 : N-terminus partial incomplete : 1197nt : contig Illumina-4510",82.1727019499,98.7447698745,1195,1436,"AID","IV","1"
"601","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN87_c0_g1_i8_1_258_1647_RC_C3M1_D14_brain_R1",0.0105750083007,73.7346264738,"gnl|BL_ORD_ID|4767 Tbb1125VSG-4040 : Complete : 1620nt : contig PacBio-2390",99.064074874,84.9382716049,1620,1389,"AID","IV","1"
"602","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN60_c0_g1_i7_1_36_1502_C3M1_D14_brain_R1",0.011990292456,83.6027462502,"gnl|BL_ORD_ID|2821 Tbb1125VSG-260 : Complete : 1467nt : contig PacBio-2602",98.8403819918,98.773006135,1467,1466,"AID","IV","1"
"603","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN147_c0_g1_i1_1_96_1597_C3M1_D14_brain_R1",0.0287537539664,200.486585744,"gnl|BL_ORD_ID|2832 Tbb1125VSG-276 : Complete : 1488nt : contig Illumina-6517",98.8674217189,99.7311827957,1488,1501,"AID","IV","1"
"604","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN115_c0_g1_i11_1_2_1426_RC_C3M1_D14_brain_R1",0.00431531975677,30.0887225175,"gnl|BL_ORD_ID|4958 Tbb1125VSG-4228 : C-terminus partial but atypical GPI site : 1482nt : contig PacBio-2283",99.297752809,95.4116059379,1482,1424,"AID","IV","1"
"605","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN268_c0_g1_i2_1_44_1052_C3M1_D14_brain_R1",0.00990348119249,69.0523795115,"gnl|BL_ORD_ID|3592 Tbb1125VSG-1471 : N-terminus partial : 1008nt : contig PacBio-142",100,100,1008,1008,"AID","IV","1"
"606","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN51_c0_g1_i5_2_0_1366_RC_C3M1_D14_brain_R1",0.00164558852476,11.4739252918,"gnl|BL_ORD_ID|3124 Tbb1125VSG-1036 : Internal partial : 1503nt : contig Illumina-2259",96.7789165447,87.9574184963,1503,1366,"AID","IV","1"
"607","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN181_c0_g1_i1_1_0_1508_RC_C3M1_D14_brain_R1",0.00767202551274,53.4934743683,"gnl|BL_ORD_ID|2621 Tbb1125VSG-49 : Complete : 1440nt : MC : contig PacBio-695",92.9708222812,97.3611111111,1440,1508,"AID","IV","1"
"608","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN8_c0_g1_i1_1_75_1467_RC_C3M1_D14_brain_R1",0.734300087276,5119.93382088,"gnl|BL_ORD_ID|2783 Tbb1125VSG-224 : Complete : 1518nt : contig PacBio-2411",78.8793103448,72.3320158103,1518,1392,"AID","IV","1"
"609","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN486_c0_g1_i1_1_171_1389_RC_C3M1_D14_brain_R1",0.00408446326079,28.4790672798,"gnl|BL_ORD_ID|4167 Tbb1125VSG-2637 : Internal partial : 1218nt : contig PacBio-109",100,100,1218,1218,"AID","IV","1"
"610","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN69_c0_g1_i12_1_0_859_RC_C3M1_D14_brain_R1",0,0,"gnl|BL_ORD_ID|4940 Tbb1125VSG-4210 : Complete : 1497nt : contig PacBio-2602",74.1559953434,42.5517702071,1497,859,"AID","IV","1"
"611","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN4_c0_g1_i2_1_2_1067_C3M1_D14_brain_R1",0.0106277592224,74.1024341763,"gnl|BL_ORD_ID|2750 Tbb1125VSG-190 : Complete : 1542nt : contig PacBio-104",97.3708920188,67.2503242542,1542,1065,"AID","IV","1"
"612","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN143_c0_g2_i3_1_501_1575_C3M1_D14_brain_R1",0.00444854831528,31.0176634429,"gnl|BL_ORD_ID|3961 Tbb1125VSG-2060 : C-terminus partial : 1077nt : contig PacBio-312",99.0689013035,98.7929433612,1077,1074,"AID","IV","1"
"613","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN327_c0_g1_i1_1_35_1333_C3M1_D14_brain_R1",0.00233993510323,16.3152818327,"gnl|BL_ORD_ID|3337 Tbb1125VSG-1233 : N-terminus partial : 1353nt : contig PacBio-309",99.6918335901,95.6393200296,1353,1298,"AID","IV","1"
"614","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN23_c0_g2_i1_1_78_1608_C3M1_D14_brain_R1",0.164296496345,1145.5632416,"gnl|BL_ORD_ID|718 Tb427VSG-1176 : GB Accession KC612683 : 1395nt : N-terminus partial : contig2779.",67.908496732,74.4802867384,1395,1530,"AID","IV","1"
"615","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN491_c0_g1_i1_1_51_1340_C3M1_D14_brain_R1",0.00168705217263,11.7630320708,"gnl|BL_ORD_ID|4888 Tbb1125VSG-4160 : N-terminus partial : 1518nt : contig PacBio-142",99.0690457719,84.1238471673,1518,1289,"AID","IV","1"
"616","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN436_c0_g1_i1_1_1_1447_RC_C3M1_D14_brain_R1",0.00377338364426,26.310053443,"gnl|BL_ORD_ID|2848 Tbb1125VSG-291 : Complete : 1482nt : contig PacBio-2368",99.9308437068,97.5033738192,1482,1446,"AID","IV","1"
"617","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN330_c0_g1_i1_1_14_1034_C3M1_D14_brain_R1",0.00193656671545,13.5027812125,"gnl|BL_ORD_ID|3581 Tbb1125VSG-1460 : N-terminus partial : 1023nt : contig PacBio-158",89.8039215686,89.5405669599,1023,1020,"AID","IV","1"
"618","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN70_c0_g3_i1_1_796_1711_RC_C3M1_D14_brain_R1",0.00337810918141,23.553988006,"gnl|BL_ORD_ID|5601 Tbb1125VSG-5190 : Internal partial : 1071nt : contig PacBio-254",98.7978142077,84.4070961718,1071,915,"AID","IV","1"
"619","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN30_c0_g1_i49_1_0_1421_RC_C3M1_D14_brain_R1",0.00727815417566,50.7471922764,"gnl|BL_ORD_ID|4984 Tbb1125VSG-4253 : Complete : 1470nt : contig PacBio-50",98.4517945109,95.1700680272,1470,1421,"AID","IV","1"
"620","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN109_c0_g1_i1_1_0_1447_RC_C3M1_D14_brain_R1",0.00693037071982,48.3222595973,"gnl|BL_ORD_ID|2734 Tbb1125VSG-174 : Complete : 1551nt : contig PacBio-249",99.7235659986,93.0367504836,1551,1447,"AID","IV","1"
"621","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN263_c0_g1_i2_1_0_1360_RC_C3M1_D14_brain_R1",0.00309401730084,21.5731471308,"gnl|BL_ORD_ID|3804 Tbb1125VSG-1677 : Complete : 1512nt : contig PacBio-102",99.8529411765,89.8148148148,1512,1360,"AID","IV","1"
"622","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN310_c0_g1_i1_1_37_1441_C3M1_D14_brain_R1",0.0778888138709,543.082561634,"gnl|BL_ORD_ID|2648 Tbb1125VSG-80 : Complete : 1461nt : MC : contig Illumina-7771",100,96.0985626283,1461,1404,"AID","IV","1"
"623","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN102_c0_g1_i4_1_67_1504_C3M1_D14_brain_R1",0.00507594470324,35.3922073678,"gnl|BL_ORD_ID|353 Tb427VSG-633 : GB Accession KC613758 : 1431nt : Complete : contig7739.",86.9867780097,87.3515024458,1431,1437,"AID","IV","1"
"624","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN231_c0_g1_i2_1_203_1602_C3M1_D14_brain_R1",0.00963583502832,67.1862069865,"gnl|BL_ORD_ID|4875 Tbb1125VSG-4147.1 : Complete : 1524nt : Duplicate : contig PacBio-242",98.7848463188,90.6824146982,1524,1399,"AID","IV","1"
"625","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN23_c0_g1_i10_1_45_1509_C3M1_D14_brain_R1",0.0162331562032,113.18626663,"gnl|BL_ORD_ID|2646 Tbb1125VSG-78 : Complete : 1464nt : MC : contig Illumina-3798",93.0327868852,93.0327868852,1464,1464,"AID","IV","1"
"626","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN138_c0_g1_i1_1_2_1440_RC_C3M1_D14_brain_R1",0.0264051300307,184.110720714,"gnl|BL_ORD_ID|2907 Tbb1125VSG-350 : Complete : 1461nt : contig PacBio-2245",98.6787204451,97.1252566735,1461,1438,"AID","IV","1"
"627","C3M1_D14_brain_R1.fastq","C3M1","D14","brain","TRINITY_DN111_c0_g1_i2_1_102_1541_C3M1_D14_brain_R1",0.0530116001473,369.625292433,"gnl|BL_ORD_ID|2885 Tbb1125VSG-322 : Complete : 1470nt : contig PacBio-2410",100,97.8911564626,1470,1439,"AID","IV","1"
